datetime,pm25,pm10,no2,o3,so2,co,aod,dust,temp,humidity,wind_spd,wind_dir,wind_gust,pressure,precip,cloud,blh
2024-01-01 21:00:00,33.5,48.7,46.5,39.0,46.9,1220.0,0.09,1.0,1.9,40,1.2,85,2.9,920.4,0.0,72,
2024-01-01 22:00:00,32.8,47.6,47.0,42.0,42.0,1167.0,0.09,1.0,2.0,35,1.22,81,2.5,919.9,0.0,78,
2024-01-01 23:00:00,29.2,42.4,45.1,46.0,36.4,1074.0,0.09,1.0,2.7,30,1.2,90,2.3,919.8,0.0,100,
2024-01-02 00:00:00,22.5,32.8,38.4,54.0,29.4,912.0,0.1,1.0,3.5,25,1.22,99,2.2,919.5,0.0,100,
2024-01-02 01:00:00,18.1,26.5,29.3,63.0,21.6,711.0,0.11,1.0,3.5,24,0.76,113,2.1,919.0,0.0,100,
2024-01-02 02:00:00,15.5,22.8,22.1,71.0,16.3,554.0,0.12,1.0,3.8,24,0.81,97,1.8,919.2,0.0,100,
2024-01-02 03:00:00,14.1,20.8,17.8,76.0,13.7,460.0,0.14,1.0,3.6,27,1.0,84,2.0,919.0,0.0,100,
2024-01-02 04:00:00,13.2,19.6,15.3,80.0,13.5,410.0,0.15,1.0,3.6,28,1.52,67,2.4,918.4,0.0,100,
2024-01-02 05:00:00,14.4,21.2,15.9,76.0,15.5,472.0,0.14,1.0,2.5,39,2.14,281,3.2,919.8,0.0,100,
2024-01-02 06:00:00,15.1,22.2,22.2,70.0,30.1,615.0,0.13,1.0,2.5,46,0.51,169,2.8,919.8,0.0,98,
2024-01-02 07:00:00,21.1,30.7,30.8,62.0,50.5,814.0,0.14,2.0,3.8,35,1.08,112,2.3,920.0,0.0,99,
2024-01-02 08:00:00,29.1,42.3,37.1,59.0,66.9,973.0,0.14,2.0,0.6,38,1.57,117,3.1,918.5,0.0,100,
2024-01-02 09:00:00,35.2,51.0,38.9,66.0,75.7,1069.0,0.14,2.0,2.2,44,1.12,117,3.2,919.3,0.0,100,
2024-01-02 10:00:00,37.5,54.2,38.2,78.0,80.6,1125.0,0.15,2.0,7.2,19,1.33,13,2.6,922.0,0.0,100,
2024-01-02 11:00:00,32.7,47.4,36.7,88.0,82.9,1114.0,0.15,2.0,2.6,70,1.28,321,3.3,923.6,0.0,99,
2024-01-02 12:00:00,21.1,31.0,33.1,96.0,80.0,974.0,0.14,2.0,5.0,50,0.85,201,3.1,925.2,0.0,94,
2024-01-02 13:00:00,21.5,31.7,28.6,103.0,74.7,767.0,0.13,2.0,6.2,47,1.1,275,2.6,925.7,0.0,89,
2024-01-02 14:00:00,20.7,30.5,28.6,103.0,76.3,649.0,0.13,2.0,6.9,46,0.8,270,2.4,926.8,0.0,98,
2024-01-02 15:00:00,25.1,37.1,37.2,90.0,91.6,708.0,0.13,2.0,7.0,48,0.28,135,1.9,927.8,0.0,91,
2024-01-02 16:00:00,29.7,43.8,50.2,70.0,113.9,855.0,0.12,2.0,1.5,69,3.32,21,3.7,926.7,0.0,91,
2024-01-02 17:00:00,35.7,51.8,64.8,57.0,145.3,1068.0,0.13,1.0,2.5,67,2.51,23,4.3,928.4,0.0,99,
2024-01-02 18:00:00,39.2,56.9,66.6,53.0,154.8,1126.0,0.13,1.0,3.5,67,2.19,47,2.7,930.2,0.0,90,
2024-01-02 19:00:00,41.9,60.8,68.7,47.0,166.8,1199.0,0.13,2.0,4.0,65,1.17,110,2.6,931.1,0.0,80,
2024-01-02 20:00:00,38.3,55.8,67.8,43.0,168.8,1215.0,0.13,2.0,4.0,64,1.14,105,1.8,931.2,0.0,77,
2024-01-02 21:00:00,32.0,46.9,61.6,43.0,153.2,1127.0,0.13,2.0,3.4,66,1.08,34,1.8,931.0,0.0,71,
2024-01-02 22:00:00,29.5,43.4,52.4,46.0,127.4,981.0,0.13,2.0,2.4,71,0.54,68,1.7,930.5,0.0,89,
2024-01-02 23:00:00,24.7,36.6,43.5,50.0,101.4,838.0,0.12,2.0,-1.5,83,1.91,47,2.3,928.9,0.0,84,
2024-01-03 00:00:00,18.6,27.9,35.6,55.0,75.6,712.0,0.12,2.0,-4.5,90,2.91,63,4.0,928.2,0.0,79,
2024-01-03 01:00:00,15.8,23.7,28.0,62.0,49.5,590.0,0.11,1.0,-5.1,91,3.06,52,4.5,928.2,0.0,58,
2024-01-03 02:00:00,14.3,21.7,22.4,67.0,31.1,495.0,0.11,1.0,-5.7,93,2.84,51,4.4,928.3,0.0,27,
2024-01-03 03:00:00,13.4,20.4,19.1,70.0,23.9,427.0,0.11,1.0,-2.5,90,1.97,60,3.9,929.4,0.0,84,
2024-01-03 04:00:00,12.8,19.4,17.8,72.0,24.3,386.0,0.1,1.0,-2.4,88,1.66,65,3.5,929.0,0.0,99,
2024-01-03 05:00:00,13.3,19.8,21.2,73.0,29.7,465.0,0.13,1.0,-3.2,89,2.21,18,3.3,928.3,0.0,100,
2024-01-03 06:00:00,13.2,19.8,25.4,68.0,46.1,581.0,0.12,1.0,-3.3,92,1.44,34,3.5,928.5,0.0,100,
2024-01-03 07:00:00,19.0,27.9,31.1,62.0,68.5,737.0,0.11,1.0,-2.7,89,2.2,3,4.3,928.4,0.0,100,
2024-01-03 08:00:00,23.3,34.0,34.0,59.0,83.0,822.0,0.1,1.0,-2.9,92,3.31,355,4.7,928.6,0.0,100,
2024-01-03 09:00:00,30.2,43.7,31.5,64.0,82.0,770.0,0.1,1.0,-3.1,97,3.01,4,5.7,928.6,0.0,100,
2024-01-03 10:00:00,17.5,25.7,26.2,73.0,73.1,648.0,0.1,1.0,-2.8,99,2.11,31,6.0,928.7,0.0,100,
2024-01-03 11:00:00,15.5,22.9,22.3,80.0,65.3,548.0,0.1,1.0,-2.0,96,1.66,57,6.3,928.5,0.0,100,
2024-01-03 12:00:00,14.8,21.9,20.6,83.0,59.7,492.0,0.1,1.0,-0.8,88,1.7,40,6.2,928.0,0.0,99,
2024-01-03 13:00:00,13.9,20.7,20.3,83.0,55.2,458.0,0.1,1.0,-0.3,87,2.7,2,6.0,927.2,0.0,96,
2024-01-03 14:00:00,13.3,19.7,22.4,80.0,57.0,469.0,0.1,1.0,-0.9,92,3.24,351,5.6,926.3,0.0,98,
2024-01-03 15:00:00,16.5,24.3,28.8,71.0,71.5,542.0,0.1,1.0,-1.5,96,2.73,352,5.2,925.7,0.0,99,
2024-01-03 16:00:00,17.5,25.6,37.7,58.0,92.4,660.0,0.1,1.0,-2.9,100,1.84,13,4.1,925.1,0.0,98,
2024-01-03 17:00:00,24.6,36.4,37.3,57.0,86.0,655.0,0.16,1.0,-3.0,99,1.17,121,4.2,925.0,0.0,91,
2024-01-03 18:00:00,28.5,41.7,37.6,56.0,90.0,674.0,0.15,1.0,-2.3,96,0.86,144,3.3,925.1,0.0,95,
2024-01-03 19:00:00,27.9,40.4,38.0,55.0,95.0,702.0,0.14,1.0,-3.0,92,1.17,149,3.3,924.4,0.0,96,
2024-01-03 20:00:00,23.6,34.2,38.5,53.0,95.0,739.0,0.13,1.0,-1.5,85,0.41,166,3.4,924.1,0.0,97,
2024-01-03 21:00:00,21.7,31.7,39.9,51.0,86.5,807.0,0.13,1.0,-1.3,82,2.48,320,3.7,923.5,0.0,100,
2024-01-03 22:00:00,24.4,35.5,41.3,48.0,73.1,885.0,0.13,1.0,-2.8,86,2.33,335,3.4,922.6,0.0,100,
2024-01-03 23:00:00,25.8,37.5,40.6,48.0,59.4,904.0,0.12,1.0,-3.5,89,2.09,343,4.3,922.3,0.0,100,
2024-01-04 00:00:00,20.7,30.2,35.6,53.0,45.7,815.0,0.11,1.0,-3.6,92,1.46,344,3.6,922.2,0.0,100,
2024-01-04 01:00:00,17.5,25.7,28.5,60.0,31.8,667.0,0.11,2.0,-2.8,90,0.72,34,3.4,922.3,0.0,100,
2024-01-04 02:00:00,15.8,23.6,22.7,66.0,22.0,549.0,0.11,2.0,-3.6,88,0.92,139,3.4,921.4,0.0,93,
2024-01-04 03:00:00,15.1,22.8,19.3,70.0,17.2,479.0,0.1,2.0,-2.3,78,0.45,153,3.4,921.1,0.0,92,
2024-01-04 04:00:00,14.8,22.6,17.3,72.0,16.5,438.0,0.1,3.0,-1.4,70,1.7,40,3.7,920.9,0.0,97,
2024-01-04 05:00:00,12.6,19.2,16.7,71.0,16.3,483.0,0.09,2.0,-3.5,81,3.35,350,3.7,920.0,0.0,96,
2024-01-04 06:00:00,13.9,21.1,21.8,65.0,29.4,604.0,0.09,2.0,-4.1,80,1.81,354,3.7,919.8,0.0,97,
2024-01-04 07:00:00,19.7,29.5,28.8,57.0,47.9,776.0,0.1,2.0,-3.8,77,1.68,17,3.6,920.3,0.0,92,
2024-01-04 08:00:00,26.9,39.7,34.0,53.0,64.6,942.0,0.1,2.0,-3.9,79,0.71,135,3.7,920.6,0.0,82,
2024-01-04 09:00:00,31.8,46.7,35.8,56.0,77.6,1117.0,0.1,3.0,-1.8,76,0.28,135,3.1,921.0,0.0,80,
2024-01-04 10:00:00,36.9,54.5,35.8,62.0,88.7,1285.0,0.11,3.0,-0.3,72,1.08,22,3.6,920.8,0.0,80,
2024-01-04 11:00:00,39.5,58.3,35.5,70.0,96.2,1342.0,0.1,4.0,0.5,73,2.01,354,4.5,920.4,0.0,41,
2024-01-04 12:00:00,21.7,33.5,34.0,82.0,96.2,1181.0,0.11,5.0,1.1,74,2.65,349,4.6,919.6,0.0,22,
2024-01-04 13:00:00,22.5,34.9,32.1,95.0,92.4,910.0,0.11,5.0,1.1,74,2.67,347,4.4,918.8,0.0,9,
2024-01-04 14:00:00,26.5,40.9,33.6,100.0,94.7,747.0,0.11,6.0,1.0,73,2.04,349,3.7,918.4,0.0,2,
2024-01-04 15:00:00,31.4,47.8,42.2,90.0,111.5,815.0,0.11,6.0,0.3,77,1.53,349,3.3,917.9,0.0,0,
2024-01-04 16:00:00,40.2,60.5,54.3,73.0,134.3,991.0,0.1,7.0,-1.9,73,2.51,355,3.8,917.3,0.0,0,
2024-01-04 17:00:00,40.3,61.7,55.3,52.0,129.4,1069.0,0.11,9.0,0.9,57,2.2,360,3.5,918.3,0.0,0,
2024-01-04 18:00:00,37.6,58.1,53.5,48.0,114.8,1125.0,0.11,9.0,1.2,59,1.0,90,2.5,918.5,0.0,0,
2024-01-04 19:00:00,39.5,60.3,50.8,43.0,94.2,1199.0,0.12,8.0,1.5,51,0.14,135,2.1,918.4,0.0,2,
2024-01-04 20:00:00,40.5,61.5,48.3,40.0,76.0,1227.0,0.12,8.0,-1.8,57,0.72,146,1.8,917.0,0.0,49,
2024-01-04 21:00:00,38.4,58.0,46.7,40.0,63.6,1181.0,0.13,8.0,-0.2,50,0.57,135,2.1,916.9,0.0,96,
2024-01-04 22:00:00,35.2,53.1,45.3,43.0,53.5,1088.0,0.12,8.0,-1.1,56,0.85,135,2.0,916.1,0.0,97,
2024-01-04 23:00:00,29.8,45.5,42.0,47.0,44.0,974.0,0.12,8.0,-1.0,52,0.92,131,2.3,915.7,0.0,100,
2024-01-05 00:00:00,23.3,36.3,35.1,54.0,33.4,824.0,0.11,8.0,1.3,45,0.64,129,2.3,916.4,0.0,98,
2024-01-05 01:00:00,19.8,31.4,26.4,62.0,23.4,652.0,0.1,8.0,4.0,34,0.64,129,1.8,917.9,0.0,100,
2024-01-05 02:00:00,17.8,28.3,19.7,69.0,16.7,521.0,0.1,8.0,4.9,30,0.81,97,1.7,918.5,0.0,100,
2024-01-05 03:00:00,16.5,26.6,16.0,72.0,13.3,445.0,0.09,8.0,4.2,36,1.68,287,2.5,919.0,0.0,99,
2024-01-05 04:00:00,15.8,25.6,14.3,74.0,13.3,410.0,0.09,8.0,3.3,45,1.14,255,2.6,919.6,0.0,97,
2024-01-05 05:00:00,15.9,25.3,15.5,70.0,19.3,459.0,0.1,7.0,3.5,42,1.53,169,2.8,919.7,0.0,75,
2024-01-05 06:00:00,17.2,27.2,22.4,63.0,37.5,652.0,0.1,7.0,1.8,41,1.75,103,3.0,918.3,0.0,100,
2024-01-05 07:00:00,25.1,38.6,31.7,54.0,62.8,917.0,0.11,8.0,6.2,24,1.12,100,3.3,919.9,0.0,96,
2024-01-05 08:00:00,33.3,50.4,38.0,50.0,82.4,1099.0,0.12,8.0,5.3,25,1.14,52,2.2,920.6,0.0,100,
2024-01-05 09:00:00,39.9,59.8,38.3,57.0,91.1,1126.0,0.13,8.0,2.8,60,1.8,56,3.1,920.1,0.0,76,
2024-01-05 10:00:00,43.5,65.2,35.5,70.0,94.3,1070.0,0.13,8.0,3.0,66,1.52,23,3.4,920.2,0.0,96,
2024-01-05 11:00:00,31.0,47.3,32.9,82.0,95.1,996.0,0.12,8.0,3.7,66,1.48,28,3.2,920.0,0.0,100,
2024-01-05 12:00:00,28.1,43.0,30.6,91.0,92.2,903.0,0.13,8.0,4.1,67,1.56,40,3.3,919.6,0.0,29,
2024-01-05 13:00:00,29.0,44.2,28.5,99.0,87.0,792.0,0.12,7.0,3.7,69,1.63,47,3.4,919.4,0.0,69,
2024-01-05 14:00:00,25.0,38.5,29.0,100.0,86.7,732.0,0.12,7.0,4.9,56,1.46,74,3.2,919.9,0.0,37,
2024-01-05 15:00:00,26.4,40.4,34.5,91.0,95.3,765.0,0.12,7.0,4.2,61,1.91,84,3.1,919.8,0.0,43,
2024-01-05 16:00:00,30.5,46.2,42.8,75.0,108.7,850.0,0.11,7.0,3.0,59,1.9,93,3.0,919.6,0.0,35,
2024-01-05 17:00:00,30.9,48.7,43.1,64.0,107.1,841.0,0.17,12.0,2.3,57,2.12,82,3.1,919.7,0.0,28,
2024-01-05 18:00:00,30.7,48.5,45.0,58.0,117.5,887.0,0.16,12.0,1.1,58,2.2,87,3.7,919.5,0.0,42,
2024-01-05 19:00:00,31.3,49.4,47.6,51.0,131.8,950.0,0.15,13.0,4.8,44,1.99,72,3.5,920.6,0.0,92,
2024-01-05 20:00:00,33.5,52.5,49.3,45.0,142.1,997.0,0.15,13.0,4.2,44,1.25,61,3.1,920.6,0.0,100,
2024-01-05 21:00:00,34.5,53.8,49.8,43.0,146.3,1022.0,0.16,13.0,3.5,46,1.14,52,2.4,920.6,0.0,100,
2024-01-05 22:00:00,35.3,54.9,49.4,43.0,146.6,1032.0,0.16,12.0,3.1,47,0.1,90,2.2,920.6,0.0,42,
2024-01-05 23:00:00,33.3,51.9,48.0,45.0,141.8,1009.0,0.16,12.0,2.9,47,0.45,117,1.4,920.1,0.0,68,
2024-01-06 00:00:00,28.1,43.9,44.7,48.0,128.6,930.0,0.16,11.0,3.1,44,0.54,112,1.5,919.9,0.0,95,
2024-01-06 01:00:00,25.7,40.6,40.4,53.0,110.3,818.0,0.16,11.0,3.0,44,0.82,284,1.6,919.8,0.0,51,
2024-01-06 02:00:00,24.2,38.1,37.1,56.0,96.3,731.0,0.15,10.0,2.5,47,1.12,243,2.1,919.9,0.0,66,
2024-01-06 03:00:00,23.1,36.6,35.5,58.0,89.1,683.0,0.15,10.0,2.5,45,0.91,186,2.0,920.1,0.0,96,
2024-01-06 04:00:00,22.6,35.9,34.8,58.0,86.2,660.0,0.15,10.0,2.5,44,0.8,180,1.8,919.9,0.0,97,
2024-01-06 05:00:00,23.9,37.4,36.4,58.0,92.1,719.0,0.16,9.0,1.9,46,1.22,305,1.9,920.2,0.0,100,
2024-01-06 06:00:00,24.3,38.0,39.1,55.0,110.7,827.0,0.17,9.0,1.4,60,0.99,225,1.8,921.1,0.0,100,
2024-01-06 07:00:00,28.9,44.5,42.7,51.0,135.7,972.0,0.18,9.0,2.8,49,0.85,225,2.0,921.6,0.0,100,
2024-01-06 08:00:00,34.6,52.5,43.9,51.0,149.0,1058.0,0.19,9.0,2.7,49,1.21,246,2.2,921.7,0.0,98,
2024-01-06 09:00:00,38.2,57.7,40.2,59.0,139.3,1026.0,0.2,9.0,0.6,68,1.7,208,3.1,921.4,0.0,99,
2024-01-06 10:00:00,34.7,52.6,34.1,72.0,117.9,935.0,0.21,10.0,2.0,75,1.4,270,3.1,922.6,0.0,42,
2024-01-06 11:00:00,29.2,45.4,29.8,83.0,100.7,857.0,0.21,10.0,4.4,55,0.91,264,3.2,923.7,0.0,46,
2024-01-06 12:00:00,26.8,42.5,28.5,91.0,92.2,808.0,0.19,10.0,5.9,52,0.63,162,3.6,923.3,0.0,48,
2024-01-06 13:00:00,27.5,43.5,29.1,97.0,87.9,774.0,0.17,10.0,6.9,49,0.67,117,3.3,922.6,0.0,10,
2024-01-06 14:00:00,28.8,45.2,32.3,98.0,90.5,784.0,0.16,10.0,7.1,50,1.92,28,3.9,922.2,0.0,5,
2024-01-06 15:00:00,32.5,50.4,40.4,91.0,107.4,868.0,0.15,10.0,5.5,59,2.42,30,4.2,921.3,0.0,12,
2024-01-06 16:00:00,36.2,55.8,51.2,78.0,131.3,996.0,0.15,9.0,1.4,78,2.91,63,3.9,919.8,0.0,31,
2024-01-06 17:00:00,41.1,62.2,59.2,68.0,137.5,1141.0,0.17,9.0,-0.2,76,3.13,73,4.5,919.4,0.0,39,
2024-01-06 18:00:00,36.9,55.5,59.0,61.0,128.1,1200.0,0.17,9.0,0.2,74,3.01,75,4.8,920.1,0.0,83,
2024-01-06 19:00:00,38.9,58.0,58.6,53.0,114.8,1280.0,0.17,8.0,5.1,51,1.55,105,4.5,922.1,0.0,100,
2024-01-06 20:00:00,42.0,62.6,57.6,46.0,101.3,1332.0,0.17,8.0,1.2,56,1.0,143,2.6,920.6,0.0,100,
2024-01-06 21:00:00,42.7,63.6,56.4,43.0,89.3,1353.0,0.17,8.0,-0.8,60,0.86,144,2.3,919.7,0.0,100,
2024-01-06 22:00:00,42.0,62.4,54.7,43.0,77.2,1346.0,0.16,7.0,-0.4,60,0.92,139,2.2,920.2,0.0,100,
2024-01-06 23:00:00,36.8,54.8,50.5,46.0,64.5,1268.0,0.15,7.0,-0.7,63,0.92,139,2.2,920.1,0.0,100,
2024-01-07 00:00:00,26.7,40.2,41.8,53.0,49.4,1063.0,0.14,6.0,-0.3,62,0.81,150,2.2,920.1,0.0,100,
2024-01-07 01:00:00,20.6,31.2,30.6,64.0,33.8,787.0,0.13,6.0,0.9,54,0.81,150,2.0,920.6,0.0,100,
2024-01-07 02:00:00,17.2,26.1,21.8,72.0,22.5,569.0,0.13,5.0,3.4,43,0.5,127,2.1,921.1,0.0,100,
2024-01-07 03:00:00,14.9,22.5,16.5,77.0,16.4,439.0,0.12,4.0,2.7,40,1.1,95,2.2,921.0,0.0,100,
2024-01-07 04:00:00,13.1,19.8,13.4,79.0,14.7,367.0,0.11,4.0,3.4,33,1.8,87,2.9,921.0,0.0,100,
2024-01-07 05:00:00,15.9,23.6,19.0,69.0,19.3,546.0,0.11,3.0,2.8,37,2.06,67,3.1,920.8,0.0,100,
2024-01-07 06:00:00,16.2,23.9,24.2,63.0,37.1,678.0,0.11,3.0,0.3,48,2.35,102,4.2,920.8,0.0,100,
2024-01-07 07:00:00,23.4,34.2,31.5,56.0,61.6,868.0,0.1,2.0,3.1,39,2.01,96,3.7,921.7,0.0,95,
2024-01-07 08:00:00,32.2,46.9,36.8,51.0,79.2,1071.0,0.1,2.0,1.6,40,1.61,120,3.2,921.4,0.0,97,
2024-01-07 09:00:00,39.1,56.6,38.8,52.0,83.7,1331.0,0.1,2.0,3.9,36,1.17,110,2.8,922.4,0.0,92,
2024-01-07 10:00:00,43.9,63.6,38.9,55.0,81.3,1604.0,0.1,2.0,5.4,41,1.84,22,3.9,922.5,0.0,84,
2024-01-07 11:00:00,48.7,70.3,37.8,60.0,76.9,1706.0,0.1,2.0,5.8,50,1.81,6,4.4,922.1,0.0,81,
2024-01-07 12:00:00,24.4,35.7,34.6,68.0,71.1,1490.0,0.09,2.0,6.3,50,1.53,11,4.5,921.5,0.0,91,
2024-01-07 13:00:00,24.0,35.2,30.1,78.0,63.4,1103.0,0.09,2.0,6.9,48,1.58,18,4.3,920.7,0.0,9,
2024-01-07 14:00:00,25.2,36.9,27.6,82.0,57.2,808.0,0.09,2.0,6.8,48,1.77,16,4.2,920.0,0.0,4,
2024-01-07 15:00:00,25.0,36.7,29.2,77.0,53.6,719.0,0.09,2.0,5.5,64,0.73,16,4.0,919.5,0.0,3,
2024-01-07 16:00:00,24.7,36.0,32.7,66.0,51.7,721.0,0.1,2.0,5.4,57,1.22,325,2.0,919.5,0.0,2,
2024-01-07 17:00:00,37.0,54.5,45.7,42.0,60.6,1101.0,0.13,4.0,4.3,59,1.24,346,2.0,919.3,0.0,3,
2024-01-07 18:00:00,37.0,54.2,44.5,41.0,67.5,1183.0,0.13,4.0,4.8,57,0.95,108,1.9,920.5,0.0,1,
2024-01-07 19:00:00,39.0,56.9,43.0,40.0,76.8,1295.0,0.13,3.0,-1.1,75,0.78,140,2.1,918.2,0.0,40,
2024-01-07 20:00:00,40.9,59.5,41.8,39.0,81.6,1364.0,0.14,3.0,-0.9,68,0.64,141,2.3,918.4,0.0,83,
2024-01-07 21:00:00,34.0,49.7,42.0,39.0,78.7,1372.0,0.15,3.0,-1.1,65,0.78,140,2.3,918.1,0.0,94,
2024-01-07 22:00:00,35.3,51.5,42.7,40.0,71.3,1337.0,0.16,3.0,-0.9,61,0.71,135,2.4,918.1,0.0,72,
2024-01-07 23:00:00,33.6,49.2,41.8,43.0,62.2,1250.0,0.17,3.0,0.2,55,1.0,174,2.0,919.4,0.0,100,
2024-01-08 00:00:00,28.8,42.3,37.9,49.0,50.3,1071.0,0.18,3.0,-0.6,62,1.61,210,3.2,919.4,0.0,97,
2024-01-08 01:00:00,24.0,35.6,32.4,57.0,36.8,839.0,0.21,3.0,-0.2,65,2.12,251,3.4,920.2,0.0,96,
2024-01-08 02:00:00,20.3,30.4,27.8,63.0,27.6,658.0,0.24,3.0,0.6,60,2.02,213,4.2,921.4,0.0,100,
2024-01-08 03:00:00,18.7,28.2,24.2,67.0,23.6,560.0,0.25,3.0,2.5,51,2.3,214,4.8,922.0,0.0,100,
2024-01-08 04:00:00,17.9,27.1,21.5,69.0,23.9,512.0,0.26,4.0,2.0,59,2.26,193,4.5,921.5,0.0,99,
2024-01-08 05:00:00,14.8,22.1,19.5,71.0,28.6,541.0,0.23,2.0,5.6,49,2.12,161,4.1,923.0,0.0,100,
2024-01-08 06:00:00,14.2,21.2,25.3,65.0,48.3,670.0,0.23,2.0,7.3,39,1.3,148,4.6,924.1,0.0,99,
2024-01-08 07:00:00,21.0,31.1,33.1,58.0,75.3,847.0,0.22,2.0,7.3,40,1.52,113,2.5,924.3,0.0,100,
2024-01-08 08:00:00,27.7,40.6,37.9,55.0,94.2,970.0,0.22,2.0,5.4,50,1.77,137,2.3,924.5,0.0,100,
2024-01-08 09:00:00,30.4,44.4,36.8,60.0,98.0,995.0,0.2,2.0,4.8,65,1.75,121,3.4,924.3,0.1,100,
2024-01-08 10:00:00,30.3,44.2,32.5,69.0,93.8,965.0,0.19,2.0,6.4,66,0.91,96,2.8,924.7,0.0,100,
2024-01-08 11:00:00,27.5,40.4,28.5,77.0,86.5,908.0,0.18,2.0,6.7,70,1.58,108,2.9,924.8,0.0,100,
2024-01-08 12:00:00,24.4,36.1,24.9,83.0,74.4,805.0,0.17,2.0,6.4,74,1.3,94,2.9,924.3,0.1,100,
2024-01-08 13:00:00,21.6,32.2,21.4,88.0,59.4,674.0,0.17,2.0,5.6,80,1.8,90,2.9,924.2,0.1,100,
2024-01-08 14:00:00,20.1,30.3,21.0,88.0,52.2,599.0,0.16,2.0,5.0,85,1.8,93,3.4,924.2,0.1,100,
2024-01-08 15:00:00,20.7,31.1,26.1,79.0,59.7,627.0,0.16,2.0,3.0,96,1.44,124,3.0,924.0,0.1,100,
2024-01-08 16:00:00,24.0,35.9,34.3,64.0,75.0,710.0,0.16,2.0,2.5,95,0.89,153,2.2,924.3,0.1,100,
2024-01-08 17:00:00,34.0,51.0,46.6,51.0,104.1,911.0,0.29,4.0,3.4,93,0.51,169,1.6,924.9,0.1,100,
2024-01-08 18:00:00,33.1,49.7,46.4,50.0,106.2,920.0,0.26,4.0,3.8,90,0.7,90,2.8,924.9,0.0,94,
2024-01-08 19:00:00,34.9,52.4,46.0,48.0,108.6,932.0,0.25,4.0,4.1,89,1.0,90,2.0,924.9,0.0,88,
2024-01-08 20:00:00,32.5,48.8,45.0,47.0,106.3,933.0,0.26,4.0,4.0,89,0.72,56,2.0,924.3,0.0,96,
2024-01-08 21:00:00,31.5,47.4,43.2,47.0,96.1,922.0,0.23,4.0,3.2,92,0.94,32,1.8,924.0,0.0,99,
